"pandemicday","estimate","sevalue","class","severity","ymin","ymax"
506,-0.199063067022833,0.0809005035620438,"cort","moderate",0.699333140799596,0.960311008267188
516.5,-0.199063067022833,0.0809005035620438,"cort","moderate",0.699333140799596,0.960311008267188
523.5,-0.199063067022833,0.0809005035620438,"cort","moderate",0.699333140799596,0.960311008267188
531.5,-0.199063067022833,0.0809005035620438,"cort","moderate",0.699333140799596,0.960311008267188
549,-0.199063067022834,0.0809005036092021,"cort","moderate",0.699333140734956,0.960311008355949
562.5,-0.199063067022834,0.0809005036092021,"cort","moderate",0.699333140734956,0.960311008355949
566,-0.199063067022833,0.0809005035620438,"cort","moderate",0.699333140799596,0.960311008267188
573,-0.199063067022833,0.0809005035620438,"cort","moderate",0.699333140799596,0.960311008267188
580,-0.199063067022833,0.0809005035620438,"cort","moderate",0.699333140799596,0.960311008267188
590.5,-0.199063067022834,0.0809005036092021,"cort","moderate",0.699333140734956,0.960311008355949
601,-0.199063067022834,0.0809005036092021,"cort","moderate",0.699333140734956,0.960311008355949
607.5,-0.199063067022834,0.0809005036092021,"cort","moderate",0.699333140734956,0.960311008355949
614.5,-0.199063067022834,0.0809005036092021,"cort","moderate",0.699333140734956,0.960311008355949
621.5,-0.199063067022834,0.0809005036092021,"cort","moderate",0.699333140734956,0.960311008355949
632,-0.199063067022833,0.0809005035620438,"cort","moderate",0.699333140799596,0.960311008267188
642.5,-0.199063067022834,0.0809005036092021,"cort","moderate",0.699333140734956,0.960311008355949
649.5,-0.199063067022834,0.0809005036092021,"cort","moderate",0.699333140734956,0.960311008355949
656.5,-0.199063067022834,0.0809005036092021,"cort","moderate",0.699333140734956,0.960311008355949
663.5,-0.199063067022834,0.0809005036092021,"cort","moderate",0.699333140734956,0.960311008355949
670.5,-0.199063067022834,0.0809005036092021,"cort","moderate",0.699333140734956,0.960311008355949
678,-0.199063067022834,0.0809005036092021,"cort","moderate",0.699333140734956,0.960311008355949
685,-0.199063067022834,0.0809005036092021,"cort","moderate",0.699333140734956,0.960311008355949
695,-0.199063067022834,0.0809005036092021,"cort","moderate",0.699333140734956,0.960311008355949
705.5,-0.199063067022834,0.0809005036092021,"cort","moderate",0.699333140734956,0.960311008355949
719.5,-0.199063067022834,0.0809005036092021,"cort","moderate",0.699333140734956,0.960311008355949
733.5,-0.199063067022834,0.0809005036092021,"cort","moderate",0.699333140734956,0.960311008355949
744,-0.199063067022833,0.0809005035620438,"cort","moderate",0.699333140799596,0.960311008267188
754.5,-0.199063067022833,0.0809005035620438,"cort","moderate",0.699333140799596,0.960311008267188
773.5,-0.199063067022834,0.0809005036092021,"cort","moderate",0.699333140734956,0.960311008355949
791,-0.199063067022834,0.0809005036092021,"cort","moderate",0.699333140734956,0.960311008355949
800.5,-0.199063067022834,0.0809005036092021,"cort","moderate",0.699333140734956,0.960311008355949
809,-0.199063067022834,0.0809005036092021,"cort","moderate",0.699333140734956,0.960311008355949
164,0,5,"cort","severecrit",5.54515994321769e-05,18033.7449278285
173,0,5,"cort","severecrit",5.54515994321769e-05,18033.7449278285
178,0,5,"cort","severecrit",5.54515994321769e-05,18033.7449278285
182.5,0,5,"cort","severecrit",5.54515994321769e-05,18033.7449278285
186.5,0,5,"cort","severecrit",5.54515994321769e-05,18033.7449278285
187.5,0,5,"cort","severecrit",5.54515994321769e-05,18033.7449278285
191,0,5,"cort","severecrit",5.54515994321769e-05,18033.7449278285
199.5,0,5,"cort","severecrit",5.54515994321769e-05,18033.7449278285
210,0,5,"cort","severecrit",5.54515994321769e-05,18033.7449278285
217.5,-0.518518566018529,0.145094389701501,"cort","severecrit",0.448026198342679,0.7912561269258
